timestamp,energy_consumption
2026-07-11 19:00:00,0.526
2026-07-11 20:00:00,0.507
2026-07-11 21:00:00,0.491
2026-07-11 22:00:00,0.456
2026-07-11 23:00:00,0.188
2026-07-12 00:00:00,0.202
2026-07-12 01:00:00,0.198
2026-07-12 02:00:00,0.17
2026-07-12 03:00:00,0.193
2026-07-12 04:00:00,0.162
2026-07-12 05:00:00,0.193
2026-07-12 06:00:00,0.205
2026-07-12 07:00:00,0.281
2026-07-12 08:00:00,0.375
2026-07-12 09:00:00,0.381
2026-07-12 10:00:00,0.177
2026-07-12 11:00:00,0.166
2026-07-12 12:00:00,0.166
2026-07-12 13:00:00,0.197
2026-07-12 14:00:00,0.15
2026-07-12 15:00:00,0.191
2026-07-12 16:00:00,0.174
2026-07-12 17:00:00,0.203
2026-07-12 18:00:00,0.507
2026-07-12 19:00:00,0.547
2026-07-12 20:00:00,0.539
2026-07-12 21:00:00,0.56
2026-07-12 22:00:00,0.491
2026-07-12 23:00:00,0.198
2026-07-13 00:00:00,0.137
2026-07-13 01:00:00,0.152
2026-07-13 02:00:00,0.119
2026-07-13 03:00:00,0.151
2026-07-13 04:00:00,0.144
2026-07-13 05:00:00,0.116
2026-07-13 06:00:00,0.104
2026-07-13 07:00:00,0.269
2026-07-13 08:00:00,0.236
2026-07-13 09:00:00,0.279
2026-07-13 10:00:00,0.117
2026-07-13 11:00:00,0.106
2026-07-13 12:00:00,0.137
2026-07-13 13:00:00,0.151
2026-07-13 14:00:00,0.106
2026-07-13 15:00:00,0.132
2026-07-13 16:00:00,0.13
2026-07-13 17:00:00,0.125
2026-07-13 18:00:00,0.363
2026-07-13 19:00:00,0.362
2026-07-13 20:00:00,0.373
2026-07-13 21:00:00,0.372
2026-07-13 22:00:00,0.354
2026-07-13 23:00:00,0.137
2026-07-14 00:00:00,0.109
2026-07-14 01:00:00,0.111
2026-07-14 02:00:00,0.139
2026-07-14 03:00:00,0.149
2026-07-14 04:00:00,0.15
2026-07-14 05:00:00,0.131
2026-07-14 06:00:00,0.102
2026-07-14 07:00:00,0.229
2026-07-14 08:00:00,0.205
2026-07-14 09:00:00,0.231
2026-07-14 10:00:00,0.107
2026-07-14 11:00:00,0.1
2026-07-14 12:00:00,0.131
2026-07-14 13:00:00,0.137
2026-07-14 14:00:00,0.146
2026-07-14 15:00:00,0.106
2026-07-14 16:00:00,0.155
2026-07-14 17:00:00,0.132
2026-07-14 18:00:00,0.405
2026-07-14 19:00:00,0.415
2026-07-14 20:00:00,0.402
2026-07-14 21:00:00,0.368
2026-07-14 22:00:00,0.366
2026-07-14 23:00:00,0.104
2026-07-15 00:00:00,0.114
2026-07-15 01:00:00,0.102
2026-07-15 02:00:00,0.114
2026-07-15 03:00:00,0.093
2026-07-15 04:00:00,0.106
2026-07-15 05:00:00,0.104
2026-07-15 06:00:00,0.132
2026-07-15 07:00:00,0.208
2026-07-15 08:00:00,0.179
2026-07-15 09:00:00,0.185
2026-07-15 10:00:00,0.113
2026-07-15 11:00:00,0.088
2026-07-15 12:00:00,0.111
2026-07-15 13:00:00,0.134
2026-07-15 14:00:00,0.131
2026-07-15 15:00:00,0.095
2026-07-15 16:00:00,0.116
2026-07-15 17:00:00,0.13
2026-07-15 18:00:00,0.347
2026-07-15 19:00:00,0.31
2026-07-15 20:00:00,0.348
2026-07-15 21:00:00,0.31
2026-07-15 22:00:00,0.324
2026-07-15 23:00:00,0.109
2026-07-16 00:00:00,0.137
2026-07-16 01:00:00,0.126
2026-07-16 02:00:00,0.108
2026-07-16 03:00:00,0.121
2026-07-16 04:00:00,0.128
2026-07-16 05:00:00,0.153
2026-07-16 06:00:00,0.156
2026-07-16 07:00:00,0.232
2026-07-16 08:00:00,0.272
2026-07-16 09:00:00,0.226
2026-07-16 10:00:00,0.124
2026-07-16 11:00:00,0.121
2026-07-16 12:00:00,0.118
2026-07-16 13:00:00,0.154
2026-07-16 14:00:00,0.1
2026-07-16 15:00:00,0.143
2026-07-16 16:00:00,0.153
2026-07-16 17:00:00,0.105
2026-07-16 18:00:00,0.399
2026-07-16 19:00:00,0.366
2026-07-16 20:00:00,0.411
2026-07-16 21:00:00,0.42
2026-07-16 22:00:00,0.394
2026-07-16 23:00:00,0.116
2026-07-17 00:00:00,0.105
2026-07-17 01:00:00,0.109
2026-07-17 02:00:00,0.152
2026-07-17 03:00:00,0.109
2026-07-17 04:00:00,0.111
2026-07-17 05:00:00,0.152
2026-07-17 06:00:00,0.119
2026-07-17 07:00:00,0.278
2026-07-17 08:00:00,0.211
2026-07-17 09:00:00,0.221
2026-07-17 10:00:00,0.13
2026-07-17 11:00:00,0.138
2026-07-17 12:00:00,0.114
2026-07-17 13:00:00,0.153
2026-07-17 14:00:00,0.143
2026-07-17 15:00:00,0.106
2026-07-17 16:00:00,0.119
2026-07-17 17:00:00,0.141
2026-07-17 18:00:00,0.35
2026-07-17 19:00:00,0.38
2026-07-17 20:00:00,0.392
2026-07-17 21:00:00,0.412
2026-07-17 22:00:00,0.353
2026-07-17 23:00:00,0.117
2026-07-18 00:00:00,0.177
2026-07-18 01:00:00,0.141
2026-07-18 02:00:00,0.163
2026-07-18 03:00:00,0.203
2026-07-18 04:00:00,0.148
2026-07-18 05:00:00,0.165
2026-07-18 06:00:00,0.184
2026-07-18 07:00:00,0.294
2026-07-18 08:00:00,0.266
2026-07-18 09:00:00,0.269
2026-07-18 10:00:00,0.195
2026-07-18 11:00:00,0.17
2026-07-18 12:00:00,0.207
2026-07-18 13:00:00,0.148
2026-07-18 14:00:00,0.161
2026-07-18 15:00:00,0.13
2026-07-18 16:00:00,0.147
2026-07-18 17:00:00,0.18
2026-07-18 18:00:00,0.523
2026-07-18 19:00:00,0.467
2026-07-18 20:00:00,0.462
2026-07-18 21:00:00,0.529
2026-07-18 22:00:00,0.533
2026-07-18 23:00:00,0.202
2026-07-19 00:00:00,0.146
2026-07-19 01:00:00,0.184
2026-07-19 02:00:00,0.141
2026-07-19 03:00:00,0.213
2026-07-19 04:00:00,0.145
2026-07-19 05:00:00,0.161
2026-07-19 06:00:00,0.166
2026-07-19 07:00:00,0.348
2026-07-19 08:00:00,0.287
2026-07-19 09:00:00,0.344
2026-07-19 10:00:00,0.185
2026-07-19 11:00:00,0.155
2026-07-19 12:00:00,0.218
2026-07-19 13:00:00,0.219
2026-07-19 14:00:00,0.212
2026-07-19 15:00:00,0.168
2026-07-19 16:00:00,0.198
2026-07-19 17:00:00,0.183
2026-07-19 18:00:00,0.547
2026-07-19 19:00:00,0.588
2026-07-19 20:00:00,0.505
2026-07-19 21:00:00,0.55
2026-07-19 22:00:00,0.568
2026-07-19 23:00:00,0.178
2026-07-20 00:00:00,0.127
2026-07-20 01:00:00,0.157
2026-07-20 02:00:00,0.157
2026-07-20 03:00:00,0.123
2026-07-20 04:00:00,0.111
2026-07-20 05:00:00,0.136
2026-07-20 06:00:00,0.121
2026-07-20 07:00:00,0.203
2026-07-20 08:00:00,0.266
2026-07-20 09:00:00,0.229
2026-07-20 10:00:00,0.13
2026-07-20 11:00:00,0.119
2026-07-20 12:00:00,0.118
2026-07-20 13:00:00,0.152
2026-07-20 14:00:00,0.119
2026-07-20 15:00:00,0.141
2026-07-20 16:00:00,0.154
2026-07-20 17:00:00,0.119
2026-07-20 18:00:00,0.407
2026-07-20 19:00:00,0.416
2026-07-20 20:00:00,0.416
2026-07-20 21:00:00,0.378
2026-07-20 22:00:00,0.383
2026-07-20 23:00:00,0.14
2026-07-21 00:00:00,0.112
2026-07-21 01:00:00,0.107
2026-07-21 02:00:00,0.111
2026-07-21 03:00:00,0.145
2026-07-21 04:00:00,0.144
2026-07-21 05:00:00,0.144
2026-07-21 06:00:00,0.114
2026-07-21 07:00:00,0.254
2026-07-21 08:00:00,0.208
2026-07-21 09:00:00,0.221
2026-07-21 10:00:00,0.158
2026-07-21 11:00:00,0.125
2026-07-21 12:00:00,0.111
2026-07-21 13:00:00,0.158
2026-07-21 14:00:00,0.111
2026-07-21 15:00:00,0.151
2026-07-21 16:00:00,0.144
2026-07-21 17:00:00,0.139
2026-07-21 18:00:00,0.405
2026-07-21 19:00:00,0.386
2026-07-21 20:00:00,0.379
2026-07-21 21:00:00,0.361
2026-07-21 22:00:00,0.36
2026-07-21 23:00:00,0.121
2026-07-22 00:00:00,0.107
2026-07-22 01:00:00,0.116
2026-07-22 02:00:00,0.115
2026-07-22 03:00:00,0.116
2026-07-22 04:00:00,0.13
2026-07-22 05:00:00,0.091
2026-07-22 06:00:00,0.093
2026-07-22 07:00:00,0.238
2026-07-22 08:00:00,0.233
2026-07-22 09:00:00,0.218
2026-07-22 10:00:00,0.089
2026-07-22 11:00:00,0.094
2026-07-22 12:00:00,0.104
2026-07-22 13:00:00,0.129
2026-07-22 14:00:00,0.112
2026-07-22 15:00:00,0.112
2026-07-22 16:00:00,0.093
2026-07-22 17:00:00,0.135
2026-07-22 18:00:00,0.325
2026-07-22 19:00:00,0.314
2026-07-22 20:00:00,0.354
2026-07-22 21:00:00,0.353
2026-07-22 22:00:00,0.353
2026-07-22 23:00:00,0.126
2026-07-23 00:00:00,0.129
2026-07-23 01:00:00,0.131
2026-07-23 02:00:00,0.127
2026-07-23 03:00:00,0.16
2026-07-23 04:00:00,0.113
2026-07-23 05:00:00,0.128
2026-07-23 06:00:00,0.151
2026-07-23 07:00:00,0.227
2026-07-23 08:00:00,0.237
2026-07-23 09:00:00,0.257
2026-07-23 10:00:00,0.105
2026-07-23 11:00:00,0.129
2026-07-23 12:00:00,0.125
2026-07-23 13:00:00,0.15
2026-07-23 14:00:00,0.107
2026-07-23 15:00:00,0.119
2026-07-23 16:00:00,0.143
2026-07-23 17:00:00,0.119
2026-07-23 18:00:00,0.36
2026-07-23 19:00:00,0.383
2026-07-23 20:00:00,0.378
2026-07-23 21:00:00,0.382
2026-07-23 22:00:00,0.387
2026-07-23 23:00:00,0.156
2026-07-24 00:00:00,0.158
2026-07-24 01:00:00,0.145
2026-07-24 02:00:00,0.135
2026-07-24 03:00:00,0.137
2026-07-24 04:00:00,0.13
2026-07-24 05:00:00,0.145
2026-07-24 06:00:00,0.13
2026-07-24 07:00:00,0.214
2026-07-24 08:00:00,0.251
2026-07-24 09:00:00,0.249
2026-07-24 10:00:00,0.118
2026-07-24 11:00:00,0.145
2026-07-24 12:00:00,0.141
2026-07-24 13:00:00,0.125
2026-07-24 14:00:00,0.131
2026-07-24 15:00:00,0.129
2026-07-24 16:00:00,0.136
2026-07-24 17:00:00,0.131
2026-07-24 18:00:00,0.398
2026-07-24 19:00:00,0.381
2026-07-24 20:00:00,0.391
2026-07-24 21:00:00,0.371
2026-07-24 22:00:00,0.385
2026-07-24 23:00:00,0.139
2026-07-25 00:00:00,0.189
2026-07-25 01:00:00,0.147
2026-07-25 02:00:00,0.178
2026-07-25 03:00:00,0.204
2026-07-25 04:00:00,0.191
2026-07-25 05:00:00,0.202
2026-07-25 06:00:00,0.147
2026-07-25 07:00:00,0.297
2026-07-25 08:00:00,0.275
2026-07-25 09:00:00,0.288
2026-07-25 10:00:00,0.204
2026-07-25 11:00:00,0.148
2026-07-25 12:00:00,0.174
2026-07-25 13:00:00,0.164
2026-07-25 14:00:00,0.132
2026-07-25 15:00:00,0.189
2026-07-25 16:00:00,0.144
2026-07-25 17:00:00,0.149
2026-07-25 18:00:00,0.543
2026-07-25 19:00:00,0.511
2026-07-25 20:00:00,0.457
2026-07-25 21:00:00,0.525
2026-07-25 22:00:00,0.506
2026-07-25 23:00:00,0.144
2026-07-26 00:00:00,0.214
2026-07-26 01:00:00,0.222
2026-07-26 02:00:00,0.167
2026-07-26 03:00:00,0.143
2026-07-26 04:00:00,0.201
2026-07-26 05:00:00,0.141
2026-07-26 06:00:00,0.153
2026-07-26 07:00:00,0.363
2026-07-26 08:00:00,0.339
2026-07-26 09:00:00,0.348
2026-07-26 10:00:00,0.144
2026-07-26 11:00:00,0.145
2026-07-26 12:00:00,0.166
2026-07-26 13:00:00,0.186
2026-07-26 14:00:00,0.192
2026-07-26 15:00:00,0.161
2026-07-26 16:00:00,0.152
2026-07-26 17:00:00,0.2
2026-07-26 18:00:00,0.491
2026-07-26 19:00:00,0.528
2026-07-26 20:00:00,0.523
2026-07-26 21:00:00,0.566
2026-07-26 22:00:00,0.538
2026-07-26 23:00:00,0.211
2026-07-27 00:00:00,0.134
2026-07-27 01:00:00,0.113
2026-07-27 02:00:00,0.157
2026-07-27 03:00:00,0.158
2026-07-27 04:00:00,0.11
2026-07-27 05:00:00,0.135
2026-07-27 06:00:00,0.125
2026-07-27 07:00:00,0.231
2026-07-27 08:00:00,0.249
2026-07-27 09:00:00,0.275
2026-07-27 10:00:00,0.132
2026-07-27 11:00:00,0.121
2026-07-27 12:00:00,0.144
2026-07-27 13:00:00,0.132
2026-07-27 14:00:00,0.141
2026-07-27 15:00:00,0.151
2026-07-27 16:00:00,0.111
2026-07-27 17:00:00,0.147
2026-07-27 18:00:00,0.368
2026-07-27 19:00:00,0.398
2026-07-27 20:00:00,0.391
2026-07-27 21:00:00,0.387
2026-07-27 22:00:00,0.363
2026-07-27 23:00:00,0.108
2026-07-28 00:00:00,0.15
2026-07-28 01:00:00,0.128
2026-07-28 02:00:00,0.126
2026-07-28 03:00:00,0.11
2026-07-28 04:00:00,0.102
2026-07-28 05:00:00,0.107
2026-07-28 06:00:00,0.158
2026-07-28 07:00:00,0.271
2026-07-28 08:00:00,0.234
2026-07-28 09:00:00,0.268
2026-07-28 10:00:00,0.105
2026-07-28 11:00:00,0.148
2026-07-28 12:00:00,0.148
2026-07-28 13:00:00,0.147
2026-07-28 14:00:00,0.137
2026-07-28 15:00:00,0.142
2026-07-28 16:00:00,0.137
2026-07-28 17:00:00,0.137
2026-07-28 18:00:00,0.405
2026-07-28 19:00:00,0.388
2026-07-28 20:00:00,0.409
2026-07-28 21:00:00,0.397
2026-07-28 22:00:00,0.402
2026-07-28 23:00:00,0.158
2026-07-29 00:00:00,0.101
2026-07-29 01:00:00,0.088
2026-07-29 02:00:00,0.132
2026-07-29 03:00:00,0.087
2026-07-29 04:00:00,0.128
2026-07-29 05:00:00,0.092
2026-07-29 06:00:00,0.089
2026-07-29 07:00:00,0.186
2026-07-29 08:00:00,0.226
2026-07-29 09:00:00,0.236
2026-07-29 10:00:00,0.097
2026-07-29 11:00:00,0.102
2026-07-29 12:00:00,0.094
2026-07-29 13:00:00,0.092
2026-07-29 14:00:00,0.135
2026-07-29 15:00:00,0.091
2026-07-29 16:00:00,0.091
2026-07-29 17:00:00,0.11
2026-07-29 18:00:00,0.348
2026-07-29 19:00:00,0.354
2026-07-29 20:00:00,0.313
2026-07-29 21:00:00,0.311
2026-07-29 22:00:00,0.306
2026-07-29 23:00:00,0.097
2026-07-30 00:00:00,0.105
2026-07-30 01:00:00,0.136
2026-07-30 02:00:00,0.14
2026-07-30 03:00:00,0.152
2026-07-30 04:00:00,0.148
2026-07-30 05:00:00,0.122
2026-07-30 06:00:00,0.148
2026-07-30 07:00:00,0.267
2026-07-30 08:00:00,0.236
2026-07-30 09:00:00,0.21
2026-07-30 10:00:00,0.149
2026-07-30 11:00:00,0.124
2026-07-30 12:00:00,0.126
2026-07-30 13:00:00,0.105
2026-07-30 14:00:00,0.125
2026-07-30 15:00:00,0.101
2026-07-30 16:00:00,0.114
2026-07-30 17:00:00,0.108
2026-07-30 18:00:00,0.406
2026-07-30 19:00:00,0.378
2026-07-30 20:00:00,0.388
2026-07-30 21:00:00,0.368
2026-07-30 22:00:00,0.396
2026-07-30 23:00:00,0.146
2026-07-31 00:00:00,0.111
2026-07-31 01:00:00,0.104
2026-07-31 02:00:00,0.121
2026-07-31 03:00:00,0.11
2026-07-31 04:00:00,0.13
2026-07-31 05:00:00,0.131
2026-07-31 06:00:00,0.134
2026-07-31 07:00:00,0.223
2026-07-31 08:00:00,0.213
2026-07-31 09:00:00,0.221
2026-07-31 10:00:00,0.144
2026-07-31 11:00:00,0.107
2026-07-31 12:00:00,0.102
2026-07-31 13:00:00,0.152
2026-07-31 14:00:00,0.14
2026-07-31 15:00:00,0.108
2026-07-31 16:00:00,0.157
2026-07-31 17:00:00,0.148
2026-07-31 18:00:00,0.411
2026-07-31 19:00:00,0.405
2026-07-31 20:00:00,0.358
2026-07-31 21:00:00,0.353
2026-07-31 22:00:00,0.353
2026-07-31 23:00:00,0.129
2026-08-01 00:00:00,0.179
2026-08-01 01:00:00,0.181
2026-08-01 02:00:00,0.184
2026-08-01 03:00:00,0.147
2026-08-01 04:00:00,0.158
2026-08-01 05:00:00,0.176
2026-08-01 06:00:00,0.164
2026-08-01 07:00:00,0.332
2026-08-01 08:00:00,0.328
2026-08-01 09:00:00,0.312
2026-08-01 10:00:00,0.135
2026-08-01 11:00:00,0.143
2026-08-01 12:00:00,0.185
2026-08-01 13:00:00,0.174
2026-08-01 14:00:00,0.155
2026-08-01 15:00:00,0.196
2026-08-01 16:00:00,0.138
2026-08-01 17:00:00,0.141
2026-08-01 18:00:00,0.494
2026-08-01 19:00:00,0.466
2026-08-01 20:00:00,0.532
2026-08-01 21:00:00,0.498
2026-08-01 22:00:00,0.516
2026-08-01 23:00:00,0.173
2026-08-02 00:00:00,0.179
2026-08-02 01:00:00,0.219
2026-08-02 02:00:00,0.193
2026-08-02 03:00:00,0.218
2026-08-02 04:00:00,0.218
2026-08-02 05:00:00,0.223
2026-08-02 06:00:00,0.179
2026-08-02 07:00:00,0.352
2026-08-02 08:00:00,0.38
2026-08-02 09:00:00,0.335
2026-08-02 10:00:00,0.16
2026-08-02 11:00:00,0.147
2026-08-02 12:00:00,0.214
2026-08-02 13:00:00,0.22
2026-08-02 14:00:00,0.156
2026-08-02 15:00:00,0.172
2026-08-02 16:00:00,0.15
2026-08-02 17:00:00,0.204
2026-08-02 18:00:00,0.518
2026-08-02 19:00:00,0.552
2026-08-02 20:00:00,0.57
2026-08-02 21:00:00,0.56
2026-08-02 22:00:00,0.518
2026-08-02 23:00:00,0.148
2026-08-03 00:00:00,0.154
2026-08-03 01:00:00,0.111
2026-08-03 02:00:00,0.121
2026-08-03 03:00:00,0.107
2026-08-03 04:00:00,0.111
2026-08-03 05:00:00,0.117
2026-08-03 06:00:00,0.111
2026-08-03 07:00:00,0.267
2026-08-03 08:00:00,0.231
2026-08-03 09:00:00,0.269
2026-08-03 10:00:00,0.129
2026-08-03 11:00:00,0.157
2026-08-03 12:00:00,0.136
2026-08-03 13:00:00,0.149
2026-08-03 14:00:00,0.144
2026-08-03 15:00:00,0.107
2026-08-03 16:00:00,0.137
2026-08-03 17:00:00,0.128
2026-08-03 18:00:00,0.37
2026-08-03 19:00:00,0.387
2026-08-03 20:00:00,0.374
2026-08-03 21:00:00,0.412
2026-08-03 22:00:00,0.377
2026-08-03 23:00:00,0.155
2026-08-04 00:00:00,0.136
2026-08-04 01:00:00,0.147
2026-08-04 02:00:00,0.139
2026-08-04 03:00:00,0.137
2026-08-04 04:00:00,0.155
2026-08-04 05:00:00,0.104
