"timestamp","consumption_kwh","tou_period","rate_inr_per_kwh","simulated_cost_inr"
"2010-04-13 02:00:00",0.346209526062012,"off_peak",3,1.03862857818604
"2010-04-13 03:00:00",0.410643249750137,"off_peak",3,1.23192974925041
"2010-04-13 04:00:00",0.391692191362381,"off_peak",3,1.17507657408714
"2010-04-13 05:00:00",0.51773989200592,"off_peak",3,1.55321967601776
"2010-04-13 06:00:00",0.80864554643631,"normal",6,4.85187327861786
"2010-04-13 07:00:00",1.67789018154144,"normal",6,10.0673410892487
"2010-04-13 08:00:00",1.67282688617706,"normal",6,10.0369613170624
"2010-04-13 09:00:00",1.65012753009796,"normal",6,9.90076518058777
"2010-04-13 10:00:00",1.4950795173645,"normal",6,8.97047710418701
"2010-04-13 11:00:00",1.43757152557373,"normal",6,8.62542915344238
"2010-04-13 12:00:00",1.62838566303253,"normal",6,9.77031397819519
"2010-04-13 13:00:00",1.26667904853821,"normal",6,7.60007429122925
"2010-04-13 14:00:00",1.46909260749817,"normal",6,8.81455564498901
"2010-04-13 15:00:00",0.807607173919678,"normal",6,4.84564304351807
"2010-04-13 16:00:00",0.49626636505127,"normal",6,2.97759819030762
"2010-04-13 17:00:00",0.939699828624725,"peak",10,9.39699828624725
"2010-04-13 18:00:00",1.29589688777924,"peak",10,12.9589688777924
"2010-04-13 19:00:00",1.18172085285187,"peak",10,11.8172085285187
"2010-04-13 20:00:00",1.95453262329102,"peak",10,19.5453262329102
"2010-04-13 21:00:00",1.57631933689117,"peak",10,15.7631933689117
"2010-04-13 22:00:00",1.63840162754059,"off_peak",3,4.91520488262177
"2010-04-13 23:00:00",0.521076440811157,"off_peak",3,1.56322932243347
"2010-04-14 00:00:00",0.450368136167526,"off_peak",3,1.35110440850258
"2010-04-14 01:00:00",0.366706311702728,"off_peak",3,1.10011893510818
"2010-04-14 02:00:00",0.386437326669693,"off_peak",3,1.15931198000908
"2010-04-14 03:00:00",0.33885270357132,"off_peak",3,1.01655811071396
"2010-04-14 04:00:00",0.45519146323204,"off_peak",3,1.36557438969612
"2010-04-14 05:00:00",0.605428457260132,"off_peak",3,1.8162853717804
"2010-04-14 06:00:00",0.864565074443817,"normal",6,5.1873904466629
"2010-04-14 07:00:00",1.79113554954529,"normal",6,10.7468132972717
"2010-04-14 08:00:00",1.80114114284515,"normal",6,10.8068468570709
"2010-04-14 09:00:00",1.31798219680786,"normal",6,7.90789318084717
"2010-04-14 10:00:00",1.38966476917267,"normal",6,8.33798861503601
"2010-04-14 11:00:00",1.47382640838623,"normal",6,8.84295845031738
"2010-04-14 12:00:00",1.82125437259674,"normal",6,10.9275262355804
"2010-04-14 13:00:00",0.563992917537689,"normal",6,3.38395750522614
"2010-04-14 14:00:00",1.93244254589081,"normal",6,11.5946552753448
"2010-04-14 15:00:00",1.87640655040741,"normal",6,11.2584393024445
"2010-04-14 16:00:00",1.44183480739594,"normal",6,8.65100884437561
"2010-04-14 17:00:00",0.713613331317902,"peak",10,7.13613331317902
"2010-04-14 18:00:00",0.61225163936615,"peak",10,6.1225163936615
"2010-04-14 19:00:00",1.12178528308868,"peak",10,11.2178528308868
"2010-04-14 20:00:00",1.9692165851593,"peak",10,19.692165851593
"2010-04-14 21:00:00",2.28991389274597,"peak",10,22.8991389274597
"2010-04-14 22:00:00",1.42531359195709,"off_peak",3,4.27594077587128
"2010-04-14 23:00:00",0.948055803775787,"off_peak",3,2.84416741132736
"2010-04-15 00:00:00",0.40517857670784,"off_peak",3,1.21553573012352
"2010-04-15 01:00:00",0.394563645124435,"off_peak",3,1.18369093537331
"2010-04-15 02:00:00",0.406390935182571,"off_peak",3,1.21917280554771
"2010-04-15 03:00:00",0.358268231153488,"off_peak",3,1.07480469346046
"2010-04-15 04:00:00",0.416868984699249,"off_peak",3,1.25060695409775
"2010-04-15 05:00:00",0.364091962575912,"off_peak",3,1.09227588772774
"2010-04-15 06:00:00",0.866897225379944,"normal",6,5.20138335227966
"2010-04-15 07:00:00",2.1456778049469,"normal",6,12.8740668296814
"2010-04-15 08:00:00",1.63489556312561,"normal",6,9.80937337875366
"2010-04-15 09:00:00",1.49746417999268,"normal",6,8.98478507995605
"2010-04-15 10:00:00",1.22892153263092,"normal",6,7.37352919578552
"2010-04-15 11:00:00",1.16578912734985,"normal",6,6.99473476409912
"2010-04-15 12:00:00",1.12594866752625,"normal",6,6.75569200515747
"2010-04-15 13:00:00",1.28129661083221,"normal",6,7.68777966499329
"2010-04-15 14:00:00",1.36857283115387,"normal",6,8.21143698692322
"2010-04-15 15:00:00",1.43797063827515,"normal",6,8.62782382965088
"2010-04-15 16:00:00",1.14038634300232,"normal",6,6.84231805801392
"2010-04-15 17:00:00",0.990109920501709,"peak",10,9.90109920501709
"2010-04-15 18:00:00",0.891464471817017,"peak",10,8.91464471817017
"2010-04-15 19:00:00",1.51288175582886,"peak",10,15.1288175582886
"2010-04-15 20:00:00",2.03874540328979,"peak",10,20.3874540328979
"2010-04-15 21:00:00",1.93110620975494,"peak",10,19.3110620975494
"2010-04-15 22:00:00",1.49956917762756,"off_peak",3,4.49870753288269
"2010-04-15 23:00:00",1.11081516742706,"off_peak",3,3.33244550228119
"2010-04-16 00:00:00",0.452856808900833,"off_peak",3,1.3585704267025
"2010-04-16 01:00:00",0.417204827070236,"off_peak",3,1.25161448121071
"2010-04-16 02:00:00",0.364885658025742,"off_peak",3,1.09465697407722
"2010-04-16 03:00:00",0.412779986858368,"off_peak",3,1.2383399605751
"2010-04-16 04:00:00",0.420083492994308,"off_peak",3,1.26025047898293
"2010-04-16 05:00:00",0.397235155105591,"off_peak",3,1.19170546531677
"2010-04-16 06:00:00",0.981721639633179,"normal",6,5.89032983779907
"2010-04-16 07:00:00",2.19364023208618,"normal",6,13.1618413925171
"2010-04-16 08:00:00",1.68300294876099,"normal",6,10.0980176925659
"2010-04-16 09:00:00",1.53825414180756,"normal",6,9.22952485084534
"2010-04-16 10:00:00",1.77435886859894,"normal",6,10.6461532115936
"2010-04-16 11:00:00",0.934652507305145,"normal",6,5.60791504383087
"2010-04-16 12:00:00",0.654919862747192,"normal",6,3.92951917648315
"2010-04-16 13:00:00",1.79497444629669,"normal",6,10.7698466777802
"2010-04-16 14:00:00",1.22893857955933,"normal",6,7.37363147735596
"2010-04-16 15:00:00",0.612200736999512,"normal",6,3.67320442199707
"2010-04-16 16:00:00",1.09773302078247,"normal",6,6.58639812469482
"2010-04-16 17:00:00",1.40710616111755,"peak",10,14.0710616111755
"2010-04-16 18:00:00",1.3441344499588,"peak",10,13.441344499588
"2010-04-16 19:00:00",1.73841345310211,"peak",10,17.3841345310211
"2010-04-16 20:00:00",1.83943462371826,"peak",10,18.3943462371826
"2010-04-16 21:00:00",1.02332007884979,"peak",10,10.2332007884979
"2010-04-16 22:00:00",0.897855162620544,"off_peak",3,2.69356548786163
"2010-04-16 23:00:00",0.484440058469772,"off_peak",3,1.45332017540932
"2010-04-17 00:00:00",0.511295914649963,"off_peak",3,1.53388774394989
"2010-04-17 01:00:00",0.433738887310028,"off_peak",3,1.30121666193008
"2010-04-17 02:00:00",0.469487220048904,"off_peak",3,1.40846166014671
"2010-04-17 03:00:00",0.392968833446503,"off_peak",3,1.17890650033951
"2010-04-17 04:00:00",0.553714454174042,"off_peak",3,1.66114336252213
"2010-04-17 05:00:00",0.478579491376877,"off_peak",3,1.43573847413063
"2010-04-17 06:00:00",0.64513087272644,"normal",6,3.87078523635864
"2010-04-17 07:00:00",1.62979054450989,"normal",6,9.77874326705933
"2010-04-17 08:00:00",1.74481844902039,"normal",6,10.4689106941223
"2010-04-17 09:00:00",1.60633742809296,"normal",6,9.63802456855774
"2010-04-17 10:00:00",1.70100557804108,"normal",6,10.2060334682465
"2010-04-17 11:00:00",2.40479779243469,"normal",6,14.4287867546082
"2010-04-17 12:00:00",1.10698258876801,"normal",6,6.64189553260803
"2010-04-17 13:00:00",1.44258391857147,"normal",6,8.65550351142883
"2010-04-17 14:00:00",1.02861273288727,"normal",6,6.17167639732361
"2010-04-17 15:00:00",1.53549909591675,"normal",6,9.21299457550049
"2010-04-17 16:00:00",1.43678689002991,"normal",6,8.62072134017944
"2010-04-17 17:00:00",1.47714734077454,"peak",10,14.7714734077454
"2010-04-17 18:00:00",1.68996846675873,"peak",10,16.8996846675873
"2010-04-17 19:00:00",1.83405447006226,"peak",10,18.3405447006226
"2010-04-17 20:00:00",1.06044399738312,"peak",10,10.6044399738312
"2010-04-17 21:00:00",0.629118025302887,"peak",10,6.29118025302887
"2010-04-17 22:00:00",0.499261915683746,"off_peak",3,1.49778574705124
"2010-04-17 23:00:00",0.627690434455872,"off_peak",3,1.88307130336761
"2010-04-18 00:00:00",0.481053054332733,"off_peak",3,1.4431591629982
"2010-04-18 01:00:00",0.545364737510681,"off_peak",3,1.63609421253204
"2010-04-18 02:00:00",0.418348968029022,"off_peak",3,1.25504690408707
"2010-04-18 03:00:00",0.619798421859741,"off_peak",3,1.85939526557922
"2010-04-18 04:00:00",0.389885157346725,"off_peak",3,1.16965547204018
"2010-04-18 05:00:00",0.37394654750824,"off_peak",3,1.12183964252472
"2010-04-18 06:00:00",0.682550370693207,"normal",6,4.09530222415924
"2010-04-18 07:00:00",0.57826292514801,"normal",6,3.46957755088806
"2010-04-18 08:00:00",0.941012322902679,"normal",6,5.64607393741608
"2010-04-18 09:00:00",0.930031299591064,"normal",6,5.58018779754639
"2010-04-18 10:00:00",0.874408602714539,"normal",6,5.24645161628723
"2010-04-18 11:00:00",1.76616072654724,"normal",6,10.5969643592834
"2010-04-18 12:00:00",1.72807717323303,"normal",6,10.3684630393982
"2010-04-18 13:00:00",1.90316390991211,"normal",6,11.4189834594727
"2010-04-18 14:00:00",1.51887965202332,"normal",6,9.11327791213989
"2010-04-18 15:00:00",1.55325651168823,"normal",6,9.31953907012939
"2010-04-18 16:00:00",1.2327663898468,"normal",6,7.39659833908081
"2010-04-18 17:00:00",0.782736301422119,"peak",10,7.82736301422119
"2010-04-18 18:00:00",0.770728886127472,"peak",10,7.70728886127472
"2010-04-18 19:00:00",1.60821413993835,"peak",10,16.0821413993835
"2010-04-18 20:00:00",1.86040472984314,"peak",10,18.6040472984314
"2010-04-18 21:00:00",1.98058354854584,"peak",10,19.8058354854584
"2010-04-18 22:00:00",1.45761954784393,"off_peak",3,4.3728586435318
"2010-04-18 23:00:00",0.614695727825165,"off_peak",3,1.84408718347549
"2010-04-19 00:00:00",0.444020837545395,"off_peak",3,1.33206251263618
"2010-04-19 01:00:00",0.407689988613129,"off_peak",3,1.22306996583939
"2010-04-19 02:00:00",0.385770797729492,"off_peak",3,1.15731239318848
"2010-04-19 03:00:00",0.53119558095932,"off_peak",3,1.59358674287796
"2010-04-19 04:00:00",0.447377473115921,"off_peak",3,1.34213241934776
"2010-04-19 05:00:00",0.450726598501205,"off_peak",3,1.35217979550362
"2010-04-19 06:00:00",0.86702036857605,"normal",6,5.2021222114563
"2010-04-19 07:00:00",1.924968957901,"normal",6,11.549813747406
"2010-04-19 08:00:00",1.29139292240143,"normal",6,7.74835753440857
"2010-04-19 09:00:00",0.725754737854004,"normal",6,4.35452842712402
"2010-04-19 10:00:00",1.38937067985535,"normal",6,8.33622407913208
"2010-04-19 11:00:00",1.9276214838028,"normal",6,11.5657289028168
"2010-04-19 12:00:00",1.62351441383362,"normal",6,9.74108648300171
"2010-04-19 13:00:00",1.4900233745575,"normal",6,8.94014024734497
"2010-04-19 14:00:00",1.37247908115387,"normal",6,8.23487448692322
"2010-04-19 15:00:00",1.24167776107788,"normal",6,7.45006656646729
"2010-04-19 16:00:00",1.14236879348755,"normal",6,6.85421276092529
"2010-04-19 17:00:00",1.22695171833038,"peak",10,12.2695171833038
"2010-04-19 18:00:00",1.99014294147491,"peak",10,19.9014294147491
"2010-04-19 19:00:00",1.75402665138245,"peak",10,17.5402665138245
"2010-04-19 20:00:00",2.00169229507446,"peak",10,20.0169229507446
"2010-04-19 21:00:00",1.81427657604218,"peak",10,18.1427657604218
"2010-04-19 22:00:00",1.65677154064178,"off_peak",3,4.97031462192535
"2010-04-19 23:00:00",0.480645298957825,"off_peak",3,1.44193589687347
"2010-04-20 00:00:00",0.371875017881393,"off_peak",3,1.11562505364418
"2010-04-20 01:00:00",0.410535395145416,"off_peak",3,1.23160618543625
"2010-04-20 02:00:00",0.677728533744812,"off_peak",3,2.03318560123444
"2010-04-20 03:00:00",0.420333564281464,"off_peak",3,1.26100069284439
"2010-04-20 04:00:00",0.404286444187164,"off_peak",3,1.21285933256149
"2010-04-20 05:00:00",0.448173701763153,"off_peak",3,1.34452110528946
"2010-04-20 06:00:00",0.973986506462097,"normal",6,5.84391903877258
"2010-04-20 07:00:00",1.46112334728241,"normal",6,8.76674008369446
"2010-04-20 08:00:00",1.66510570049286,"normal",6,9.99063420295715
"2010-04-20 09:00:00",1.35102415084839,"normal",6,8.10614490509033
"2010-04-20 10:00:00",1.65817701816559,"normal",6,9.94906210899353
"2010-04-20 11:00:00",1.54659032821655,"normal",6,9.27954196929932
"2010-04-20 12:00:00",1.42601311206818,"normal",6,8.55607867240906
"2010-04-20 13:00:00",1.36169910430908,"normal",6,8.17019462585449
"2010-04-20 14:00:00",1.42692267894745,"normal",6,8.56153607368469
"2010-04-20 15:00:00",1.27470338344574,"normal",6,7.64822030067444
"2010-04-20 16:00:00",1.24310278892517,"normal",6,7.45861673355103
"2010-04-20 17:00:00",1.47945380210876,"peak",10,14.7945380210876
"2010-04-20 18:00:00",1.568026304245,"peak",10,15.68026304245
"2010-04-20 19:00:00",1.2513747215271,"peak",10,12.513747215271
"2010-04-20 20:00:00",1.36246073246002,"peak",10,13.6246073246002
"2010-04-20 21:00:00",2.04995536804199,"peak",10,20.4995536804199
"2010-04-20 22:00:00",1.48888957500458,"off_peak",3,4.46666872501373
"2010-04-20 23:00:00",0.894407868385315,"off_peak",3,2.68322360515594
"2010-04-21 00:00:00",0.445051789283752,"off_peak",3,1.33515536785126
"2010-04-21 01:00:00",0.552745401859283,"off_peak",3,1.65823620557785
"2010-04-21 02:00:00",0.605547547340393,"off_peak",3,1.81664264202118
"2010-04-21 03:00:00",0.431395679712296,"off_peak",3,1.29418703913689
"2010-04-21 04:00:00",0.360956281423569,"off_peak",3,1.08286884427071
"2010-04-21 05:00:00",0.594704508781433,"off_peak",3,1.7841135263443
"2010-04-21 06:00:00",0.894060909748077,"normal",6,5.36436545848846
"2010-04-21 07:00:00",1.33083248138428,"normal",6,7.98499488830566
"2010-04-21 08:00:00",1.27720546722412,"normal",6,7.66323280334473
"2010-04-21 09:00:00",1.44892513751984,"normal",6,8.69355082511902
"2010-04-21 10:00:00",1.14055168628693,"normal",6,6.84331011772156
"2010-04-21 11:00:00",1.66446006298065,"normal",6,9.98676037788391
"2010-04-21 12:00:00",1.53513240814209,"normal",6,9.21079444885254
"2010-04-21 13:00:00",1.39267063140869,"normal",6,8.35602378845215
"2010-04-21 14:00:00",1.32592225074768,"normal",6,7.95553350448608
"2010-04-21 15:00:00",1.32145619392395,"normal",6,7.9287371635437
"2010-04-21 16:00:00",0.749427914619446,"normal",6,4.49656748771667
"2010-04-21 17:00:00",0.650236666202545,"peak",10,6.50236666202545
"2010-04-21 18:00:00",1.38620340824127,"peak",10,13.8620340824127
"2010-04-21 19:00:00",1.59791731834412,"peak",10,15.9791731834412
"2010-04-21 20:00:00",1.38211178779602,"peak",10,13.8211178779602
"2010-04-21 21:00:00",1.73136055469513,"peak",10,17.3136055469513
"2010-04-21 22:00:00",1.46769297122955,"off_peak",3,4.40307891368866
"2010-04-21 23:00:00",0.917445659637451,"off_peak",3,2.75233697891235
"2010-04-22 00:00:00",1.01897978782654,"off_peak",3,3.05693936347961
"2010-04-22 01:00:00",0.44599261879921,"off_peak",3,1.33797785639763
"2010-04-22 02:00:00",0.407348543405533,"off_peak",3,1.2220456302166
"2010-04-22 03:00:00",0.463377922773361,"off_peak",3,1.39013376832008
"2010-04-22 04:00:00",0.409688234329224,"off_peak",3,1.22906470298767
"2010-04-22 05:00:00",0.388860642910004,"off_peak",3,1.16658192873001
"2010-04-22 06:00:00",0.8421431183815,"normal",6,5.052858710289
"2010-04-22 07:00:00",0.839455187320709,"normal",6,5.03673112392426
"2010-04-22 08:00:00",1.09207701683044,"normal",6,6.55246210098267
"2010-04-22 09:00:00",1.06909692287445,"normal",6,6.4145815372467
"2010-04-22 10:00:00",1.56935203075409,"normal",6,9.41611218452454
"2010-04-22 11:00:00",1.5443160533905,"normal",6,9.26589632034302
"2010-04-22 12:00:00",1.70350980758667,"normal",6,10.22105884552
"2010-04-22 13:00:00",1.76670396327972,"normal",6,10.6002237796783
"2010-04-22 14:00:00",1.49583220481873,"normal",6,8.97499322891235
"2010-04-22 15:00:00",1.43350422382355,"normal",6,8.60102534294128
"2010-04-22 16:00:00",1.21795332431793,"normal",6,7.30771994590759
"2010-04-22 17:00:00",1.42834341526031,"peak",10,14.2834341526031
"2010-04-22 18:00:00",1.03895938396454,"peak",10,10.3895938396454
"2010-04-22 19:00:00",1.04167640209198,"peak",10,10.4167640209198
"2010-04-22 20:00:00",1.06016361713409,"peak",10,10.6016361713409
"2010-04-22 21:00:00",1.7287689447403,"peak",10,17.287689447403
"2010-04-22 22:00:00",1.51781916618347,"off_peak",3,4.55345749855042
"2010-04-22 23:00:00",0.472123920917511,"off_peak",3,1.41637176275253
"2010-04-23 00:00:00",0.477525383234024,"off_peak",3,1.43257614970207
"2010-04-23 01:00:00",0.454857289791107,"off_peak",3,1.36457186937332
"2010-04-23 02:00:00",0.362054347991943,"off_peak",3,1.08616304397583
"2010-04-23 03:00:00",0.387101531028748,"off_peak",3,1.16130459308624
"2010-04-23 04:00:00",0.563519537448883,"off_peak",3,1.69055861234665
"2010-04-23 05:00:00",0.56616336107254,"off_peak",3,1.69849008321762
"2010-04-23 06:00:00",0.822333633899689,"normal",6,4.93400180339813
"2010-04-23 07:00:00",1.92834603786469,"normal",6,11.5700762271881
"2010-04-23 08:00:00",1.33962154388428,"normal",6,8.03772926330566
"2010-04-23 09:00:00",1.57587909698486,"normal",6,9.45527458190918
"2010-04-23 10:00:00",1.34802627563477,"normal",6,8.08815765380859
"2010-04-23 11:00:00",1.35556745529175,"normal",6,8.13340473175049
"2010-04-23 12:00:00",1.38495194911957,"normal",6,8.30971169471741
"2010-04-23 13:00:00",1.28141176700592,"normal",6,7.68847060203552
"2010-04-23 14:00:00",1.26777505874634,"normal",6,7.60665035247803
"2010-04-23 15:00:00",1.35048067569733,"normal",6,8.10288405418396
"2010-04-23 16:00:00",0.720330953598022,"normal",6,4.32198572158813
"2010-04-23 17:00:00",0.678503274917603,"peak",10,6.78503274917603
"2010-04-23 18:00:00",0.988420009613037,"peak",10,9.88420009613037
"2010-04-23 19:00:00",0.764533221721649,"peak",10,7.64533221721649
"2010-04-23 20:00:00",1.34882402420044,"peak",10,13.4882402420044
"2010-04-23 21:00:00",1.54682779312134,"peak",10,15.4682779312134
"2010-04-23 22:00:00",0.670136213302612,"off_peak",3,2.01040863990784
"2010-04-23 23:00:00",0.497656732797623,"off_peak",3,1.49297019839287
"2010-04-24 00:00:00",0.45183128118515,"off_peak",3,1.35549384355545
"2010-04-24 01:00:00",0.381431728601456,"off_peak",3,1.14429518580437
"2010-04-24 02:00:00",0.502874255180359,"off_peak",3,1.50862276554108
"2010-04-24 03:00:00",0.612997949123383,"off_peak",3,1.83899384737015
"2010-04-24 04:00:00",0.5062255859375,"off_peak",3,1.5186767578125
"2010-04-24 05:00:00",0.50979071855545,"off_peak",3,1.52937215566635
"2010-04-24 06:00:00",0.894012272357941,"normal",6,5.36407363414764
"2010-04-24 07:00:00",0.654798030853271,"normal",6,3.92878818511963
"2010-04-24 08:00:00",0.833478391170502,"normal",6,5.00087034702301
"2010-04-24 09:00:00",0.636263847351074,"normal",6,3.81758308410645
"2010-04-24 10:00:00",0.6259845495224,"normal",6,3.7559072971344
"2010-04-24 11:00:00",0.728032767772675,"normal",6,4.36819660663605
"2010-04-24 12:00:00",0.672397077083588,"normal",6,4.03438246250153
"2010-04-24 13:00:00",0.938529133796692,"normal",6,5.63117480278015
"2010-04-24 14:00:00",1.10714912414551,"normal",6,6.64289474487305
"2010-04-24 15:00:00",0.724373936653137,"normal",6,4.34624361991882
"2010-04-24 16:00:00",0.909161686897278,"normal",6,5.45497012138367
"2010-04-24 17:00:00",0.993606090545654,"peak",10,9.93606090545654
"2010-04-24 18:00:00",1.77883422374725,"peak",10,17.7883422374725
"2010-04-24 19:00:00",2.36694407463074,"peak",10,23.6694407463074
"2010-04-24 20:00:00",2.15785646438599,"peak",10,21.5785646438599
"2010-04-24 21:00:00",2.10933017730713,"peak",10,21.0933017730713
"2010-04-24 22:00:00",2.15009641647339,"off_peak",3,6.45028924942017
"2010-04-24 23:00:00",1.93870007991791,"off_peak",3,5.81610023975372
"2010-04-25 00:00:00",1.21243238449097,"off_peak",3,3.6372971534729
"2010-04-25 01:00:00",1.44492840766907,"off_peak",3,4.3347852230072
"2010-04-25 02:00:00",1.69113409519196,"off_peak",3,5.07340228557587
"2010-04-25 03:00:00",1.53812265396118,"off_peak",3,4.61436796188354
"2010-04-25 04:00:00",1.46306419372559,"off_peak",3,4.38919258117676
"2010-04-25 05:00:00",1.5694682598114,"off_peak",3,4.7084047794342
"2010-04-25 06:00:00",1.56274616718292,"normal",6,9.37647700309753
"2010-04-25 07:00:00",0.53575611114502,"normal",6,3.21453666687012
"2010-04-25 08:00:00",0.645721197128296,"normal",6,3.87432718276978
"2010-04-25 09:00:00",0.678892433643341,"normal",6,4.07335460186005
"2010-04-25 10:00:00",0.835185468196869,"normal",6,5.01111280918121
"2010-04-25 11:00:00",1.74430394172668,"normal",6,10.4658236503601
"2010-04-25 12:00:00",1.51770770549774,"normal",6,9.10624623298645
"2010-04-25 13:00:00",1.60484683513641,"normal",6,9.62908101081848
"2010-04-25 14:00:00",1.60039222240448,"normal",6,9.60235333442688
"2010-04-25 15:00:00",0.753437757492065,"normal",6,4.52062654495239
"2010-04-25 16:00:00",0.513286769390106,"normal",6,3.07972061634064
"2010-04-25 17:00:00",0.746835172176361,"peak",10,7.46835172176361
"2010-04-25 18:00:00",0.523731350898743,"peak",10,5.23731350898743
"2010-04-25 19:00:00",0.788898825645447,"peak",10,7.88898825645447
"2010-04-25 20:00:00",0.929022431373596,"peak",10,9.29022431373596
"2010-04-25 21:00:00",0.591127455234528,"peak",10,5.91127455234528
"2010-04-25 22:00:00",0.642031908035278,"off_peak",3,1.92609572410583
"2010-04-25 23:00:00",0.940768718719482,"off_peak",3,2.82230615615845
"2010-04-26 00:00:00",0.473502635955811,"off_peak",3,1.42050790786743
"2010-04-26 01:00:00",0.44598862528801,"off_peak",3,1.33796587586403
"2010-04-26 02:00:00",0.405822783708572,"off_peak",3,1.21746835112572
"2010-04-26 03:00:00",0.392147868871689,"off_peak",3,1.17644360661507
"2010-04-26 04:00:00",0.378736227750778,"off_peak",3,1.13620868325233
"2010-04-26 05:00:00",0.656894981861115,"off_peak",3,1.97068494558334
"2010-04-26 06:00:00",0.617112040519714,"normal",6,3.70267224311829
"2010-04-26 07:00:00",0.588241934776306,"normal",6,3.52945160865784
"2010-04-26 08:00:00",0.590864181518555,"normal",6,3.54518508911133
"2010-04-26 09:00:00",1.10760998725891,"normal",6,6.64565992355347
"2010-04-26 10:00:00",1.21056973934174,"normal",6,7.26341843605042
"2010-04-26 11:00:00",0.636218309402466,"normal",6,3.81730985641479
"2010-04-26 12:00:00",0.712985932826996,"normal",6,4.27791559696198
"2010-04-26 13:00:00",0.53634124994278,"normal",6,3.21804749965668
"2010-04-26 14:00:00",0.896506547927856,"normal",6,5.37903928756714
"2010-04-26 15:00:00",0.50384932756424,"normal",6,3.02309596538544
"2010-04-26 16:00:00",1.25936639308929,"normal",6,7.55619835853577
"2010-04-26 17:00:00",0.896465122699738,"peak",10,8.96465122699738
"2010-04-26 18:00:00",0.538076400756836,"peak",10,5.38076400756836
"2010-04-26 19:00:00",0.835491955280304,"peak",10,8.35491955280304
"2010-04-26 20:00:00",1.71168768405914,"peak",10,17.1168768405914
"2010-04-26 21:00:00",1.57719469070435,"peak",10,15.7719469070435
"2010-04-26 22:00:00",1.37608230113983,"off_peak",3,4.12824690341949
"2010-04-26 23:00:00",1.19045996665955,"off_peak",3,3.57137989997864
"2010-04-27 00:00:00",0.485028058290482,"off_peak",3,1.45508417487144
"2010-04-27 01:00:00",0.546516180038452,"off_peak",3,1.63954854011536
"2010-04-27 02:00:00",0.572950124740601,"off_peak",3,1.7188503742218
"2010-04-27 03:00:00",0.575777351856232,"off_peak",3,1.7273320555687
"2010-04-27 04:00:00",0.606240928173065,"off_peak",3,1.8187227845192
"2010-04-27 05:00:00",0.640041291713715,"off_peak",3,1.92012387514114
"2010-04-27 06:00:00",0.791101098060608,"normal",6,4.74660658836365
"2010-04-27 07:00:00",1.50337195396423,"normal",6,9.0202317237854
"2010-04-27 08:00:00",1.14696800708771,"normal",6,6.88180804252625
"2010-04-27 09:00:00",1.66477155685425,"normal",6,9.98862934112549
"2010-04-27 10:00:00",1.34359931945801,"normal",6,8.06159591674805
