"source_timestamp","source_predicted_kwh","destination_timestamp","destination_predicted_kwh","peak_threshold","shiftable_energy_kwh","peak_rate","destination_rate","estimated_cost_before","estimated_cost_after","estimated_savings"
"2010-10-18 10:00:00",2.53799510002136,"2010-08-11 03:00:00",0.288019508123398,2.34504,0.0576039016246796,6,3,0.345623409748077,0.172811704874039,0.172811704874039
"2010-10-30 19:00:00",2.52912950515747,"2010-07-30 22:00:00",0.288565635681152,2.34504,0.0577131271362305,10,3,0.577131271362305,0.173139381408691,0.403991889953613
"2010-10-19 20:00:00",2.50799608230591,"2010-08-16 03:00:00",0.288587868213654,2.34504,0.0577175736427307,10,3,0.577175736427307,0.173152720928192,0.404023015499115
"2010-05-10 21:00:00",2.5037214756012,"2010-08-01 23:00:00",0.289556950330734,2.34504,0.0579113900661469,10,3,0.579113900661469,0.173734170198441,0.405379730463028
"2010-11-09 21:00:00",2.49988651275635,"2010-08-04 22:00:00",0.289746910333633,2.34504,0.0579493820667267,10,3,0.579493820667267,0.17384814620018,0.405645674467087
"2010-10-17 21:00:00",2.49977707862854,"2010-08-14 03:00:00",0.291094422340393,2.34504,0.0582188844680786,10,3,0.582188844680786,0.174656653404236,0.40753219127655
"2010-04-11 21:00:00",2.49902868270874,"2010-07-26 01:00:00",0.292186260223389,2.34504,0.0584372520446777,10,3,0.584372520446777,0.175311756134033,0.409060764312744
"2010-10-14 07:00:00",2.4929792881012,"2010-09-20 04:00:00",0.292516589164734,2.34504,0.0585033178329468,6,3,0.351019906997681,0.17550995349884,0.17550995349884
"2010-11-22 20:00:00",2.4900016784668,"2010-07-19 03:00:00",0.292707800865173,2.34504,0.0585415601730347,10,3,0.585415601730347,0.175624680519104,0.409790921211243
"2010-11-16 07:00:00",2.48992562294006,"2010-07-19 04:00:00",0.294203847646713,2.34504,0.0588407695293427,6,3,0.353044617176056,0.176522308588028,0.176522308588028
"2010-11-09 19:00:00",2.47557950019836,"2010-09-17 05:00:00",0.296192526817322,2.34504,0.0592385053634644,10,3,0.592385053634644,0.177715516090393,0.414669537544251
"2010-10-12 19:00:00",2.47450685501099,"2010-09-21 03:00:00",0.297444373369217,2.34504,0.0594888746738434,10,3,0.594888746738434,0.17846662402153,0.416422122716904
"2010-10-12 20:00:00",2.4691801071167,"2010-08-13 04:00:00",0.298937648534775,2.34504,0.059787529706955,10,3,0.59787529706955,0.179362589120865,0.418512707948685
"2010-11-26 07:00:00",2.46140098571777,"2010-08-10 22:00:00",0.300164759159088,2.34504,0.0600329518318176,6,3,0.360197710990906,0.180098855495453,0.180098855495453
"2010-11-04 12:00:00",2.45836091041565,"2010-08-08 05:00:00",0.300751686096191,2.34504,0.0601503372192383,6,3,0.36090202331543,0.180451011657715,0.180451011657715
"2010-11-19 07:00:00",2.45244312286377,"2010-08-09 03:00:00",0.302690923213959,2.34504,0.0605381846427918,6,3,0.36322910785675,0.181614553928375,0.181614553928375
"2010-11-23 07:00:00",2.45155167579651,"2010-08-14 05:00:00",0.305242091417313,2.34504,0.0610484182834625,6,3,0.366290509700775,0.183145254850388,0.183145254850388
"2010-11-25 07:00:00",2.44811248779297,"2010-08-31 04:00:00",0.305463463068008,2.34504,0.0610926926136017,6,3,0.36655615568161,0.183278077840805,0.183278077840805
"2010-10-10 19:00:00",2.44678854942322,"2010-06-03 02:00:00",0.306473851203918,2.34504,0.0612947702407837,10,3,0.612947702407837,0.183884310722351,0.429063391685486
"2010-05-16 20:00:00",2.43965673446655,"2010-08-16 01:00:00",0.307360202074051,2.34504,0.0614720404148102,10,3,0.614720404148102,0.184416121244431,0.430304282903671
"2010-11-22 12:00:00",2.43431234359741,"2010-09-22 00:00:00",0.307640999555588,2.34504,0.0615281999111176,6,3,0.369169199466705,0.184584599733353,0.184584599733353
"2010-11-15 21:00:00",2.43358469009399,"2010-08-09 00:00:00",0.307648569345474,2.34504,0.0615297138690949,10,3,0.615297138690948,0.184589141607285,0.430707997083664
"2010-11-25 20:00:00",2.43179416656494,"2010-06-03 05:00:00",0.308810263872147,2.34504,0.0617620527744293,10,3,0.617620527744293,0.185286158323288,0.432334369421005
"2010-10-10 21:00:00",2.42752647399902,"2010-08-08 00:00:00",0.309581905603409,2.34504,0.0619163811206818,10,3,0.619163811206818,0.185749143362045,0.433414667844772
"2010-10-24 18:00:00",2.42384171485901,"2010-05-16 05:00:00",0.309792250394821,2.34504,0.0619584500789642,10,3,0.619584500789642,0.185875350236893,0.43370915055275
"2010-11-10 12:00:00",2.41194415092468,"2010-11-26 02:00:00",0.310150802135468,2.34504,0.0620301604270935,6,3,0.372180962562561,0.186090481281281,0.186090481281281
"2010-11-18 20:00:00",2.40943074226379,"2010-09-13 05:00:00",0.310459047555923,2.34504,0.0620918095111847,10,3,0.620918095111847,0.186275428533554,0.434642666578293
"2010-10-08 07:00:00",2.40501523017883,"2010-08-07 22:00:00",0.31076517701149,2.34504,0.059975230178833,6,3,0.359851381072998,0.179925690536499,0.179925690536499
"2010-04-17 11:00:00",2.40479779243469,"2010-09-18 01:00:00",0.310914993286133,2.34504,0.0597577924346924,6,3,0.358546754608154,0.179273377304077,0.179273377304077
"2010-09-07 20:00:00",2.4030077457428,"2010-08-05 00:00:00",0.311543166637421,2.34504,0.0579677457427978,10,3,0.579677457427978,0.173903237228394,0.405774220199585
"2010-10-30 12:00:00",2.39709663391113,"2010-06-01 03:00:00",0.311621725559235,2.34504,0.0520566339111328,6,3,0.312339803466797,0.156169901733398,0.156169901733398
"2010-11-11 18:00:00",2.39491987228394,"2010-06-21 03:00:00",0.311629682779312,2.34504,0.0498798722839355,10,3,0.498798722839355,0.149639616851807,0.349159105987549
"2010-11-12 20:00:00",2.39416837692261,"2010-09-21 04:00:00",0.312045067548752,2.34504,0.0491283769226074,10,3,0.491283769226074,0.147385130767822,0.343898638458252
"2010-06-06 17:00:00",2.39243054389954,"2010-08-10 05:00:00",0.31443777680397,2.34504,0.0473905438995361,10,3,0.473905438995361,0.142171631698608,0.331733807296753
"2010-06-20 20:00:00",2.39033174514771,"2010-06-27 05:00:00",0.314575225114822,2.34504,0.0452917451477051,10,3,0.452917451477051,0.135875235443115,0.317042216033935
"2010-11-20 18:00:00",2.38996005058289,"2010-11-15 01:00:00",0.31487238407135,2.34504,0.0449200505828857,10,3,0.449200505828857,0.134760151748657,0.3144403540802
"2010-10-30 20:00:00",2.38932418823242,"2010-07-19 05:00:00",0.314924448728561,2.34504,0.0442841882324219,10,3,0.442841882324219,0.132852564697266,0.309989317626953
"2010-11-12 18:00:00",2.38656973838806,"2010-08-12 05:00:00",0.314998775720596,2.34504,0.0415297383880615,10,3,0.415297383880615,0.124589215164185,0.290708168716431
"2010-11-16 19:00:00",2.38578534126282,"2010-08-06 04:00:00",0.315021336078644,2.34504,0.0407453412628174,10,3,0.407453412628174,0.122236023788452,0.285217388839722
"2010-11-13 20:00:00",2.38277506828308,"2010-06-08 03:00:00",0.315037727355957,2.34504,0.037735068283081,10,3,0.37735068283081,0.113205204849243,0.264145477981567
"2010-05-22 21:00:00",2.37968158721924,"2010-06-15 03:00:00",0.315969884395599,2.34504,0.0346415872192383,10,3,0.346415872192383,0.103924761657715,0.242491110534668
"2010-10-18 14:00:00",2.37718462944031,"2010-05-31 01:00:00",0.316811233758926,2.34504,0.0321446294403076,6,3,0.192867776641846,0.0964338883209228,0.0964338883209228
"2010-11-22 11:00:00",2.376544713974,"2010-08-01 22:00:00",0.318626493215561,2.34504,0.031504713973999,6,3,0.189028283843994,0.094514141921997,0.094514141921997
"2010-10-21 20:00:00",2.37329912185669,"2010-06-13 02:00:00",0.319126337766647,2.34504,0.0282591218566894,10,3,0.282591218566894,0.0847773655700683,0.197813852996826
"2010-11-24 07:00:00",2.36881947517395,"2010-07-28 05:00:00",0.319181978702545,2.34504,0.0237794751739502,6,3,0.142676851043701,0.0713384255218505,0.0713384255218505
"2010-04-24 19:00:00",2.36694407463074,"2010-07-27 05:00:00",0.319220393896103,2.34504,0.0219040746307373,10,3,0.219040746307373,0.0657122238922119,0.153328522415161
"2010-11-25 18:00:00",2.36408042907715,"2010-08-02 23:00:00",0.319383442401886,2.34504,0.0190404290771484,10,3,0.190404290771484,0.0571212872314453,0.133283003540039
"2010-10-26 12:00:00",2.35993385314941,"2010-06-21 05:00:00",0.319852709770203,2.34504,0.014893853149414,6,3,0.0893631188964843,0.0446815594482421,0.0446815594482421
"2010-11-09 07:00:00",2.35916566848755,"2010-09-19 05:00:00",0.320025056600571,2.34504,0.0141256684875488,6,3,0.0847540109252929,0.0423770054626464,0.0423770054626464
"2010-11-20 21:00:00",2.35434985160828,"2010-06-04 01:00:00",0.320466428995132,2.34504,0.00930985160827635,10,3,0.0930985160827635,0.0279295548248291,0.0651689612579345
"2010-11-10 11:00:00",2.35224080085754,"2010-09-22 01:00:00",0.32060232758522,2.34504,0.00720080085754393,6,3,0.0432048051452636,0.0216024025726318,0.0216024025726318
"2010-05-02 20:00:00",2.35161852836609,"2010-09-16 03:00:00",0.321261137723923,2.34504,0.00657852836608885,10,3,0.0657852836608885,0.0197355850982666,0.046049698562622
"2010-10-09 20:00:00",2.35068964958191,"2010-06-28 01:00:00",0.321785062551498,2.34504,0.00564964958190917,10,3,0.0564964958190917,0.0169489487457275,0.0395475470733642
"2010-09-09 21:00:00",2.34797334671021,"2010-06-26 03:00:00",0.322618126869202,2.34504,0.00293334671020506,10,3,0.0293334671020506,0.00880004013061519,0.0205334269714355
"2010-10-18 13:00:00",2.34660220146179,"2010-09-17 02:00:00",0.322719067335129,2.34504,0.00156220146179198,6,3,0.00937320877075187,0.00468660438537594,0.00468660438537594
